co_grupo;co_sub_grupo;no_grupo;no_sub_grupo;co_forma_organizacao;no_forma_organizacao;co_procedimento;no_procedimento;tp_complexidade;tp_sexo;qtde_max_execucao;qtde_dias_permanencia;qtde_pontos;vl_idade_minima;vl_idade_maxima;vl_sh;vl_sa;vl_sp;co_financiamento;co_rubrica;qtde_tempo_permanencia;dt_competencia
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;07;Atendimento/acompanhamento em reabilitação física, mental, visual e múltiplas deficiências;0301070237;TELEATENDIMENTO/TELEMONITORAMENTO EM REABILITAÇÃO FÍSICA;2;I;0020;9999;0000;0000;1571;000000000000;000000000000;000000000000;06;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;07;Atendimento/acompanhamento em reabilitação física, mental, visual e múltiplas deficiências;0301070245;TELETENDIMENTO/TELEMONITORAMENTO EM REABILITAÇÃO VISUAL;2;I;0020;9999;0000;0000;1571;000000000000;000000000000;000000000000;06;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;07;Atendimento/acompanhamento em reabilitação física, mental, visual e múltiplas deficiências;0301070253;TELEATENDIMENTO/TELEMONITORAMENTO EM REABILITAÇÃO AUDITIVA;2;I;0020;9999;0000;0000;1571;000000000000;000000000000;000000000000;06;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;07;Atendimento/acompanhamento em reabilitação física, mental, visual e múltiplas deficiências;0301070261;TELEATENDIMENTO/TELEMONITORAMENTO EM REABILITAÇÃO INTELECTUAL;2;I;0020;9999;0000;0000;1571;000000000000;000000000000;000000000000;06;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;07;Atendimento/acompanhamento em reabilitação física, mental, visual e múltiplas deficiências;0301070270;MATRICIAMENTO DE EQUIPES DOS OUTROS PONTOS E NÍVEIS DA REDE DE ATENÇÃO À SAÚDE PARA ATENÇÃO À SAÚDE DAS PESSOAS COM DEFICIÊNCIA;2;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;06;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;07;Atendimento/acompanhamento em reabilitação física, mental, visual e múltiplas deficiências;0301070288;ALTA POR OBJETIVOS TERAPÊUTICOS ALCANÇADOS DA REABILITAÇÃO NA ATENÇÃO ESPECIALIZADA;2;I;0001;9999;0000;0000;1571;000000000000;000000000000;000000000000;06;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;07;Atendimento/acompanhamento em reabilitação física, mental, visual e múltiplas deficiências;0301070296;ESTIMULAÇÃO PRECOCE RELACIONADA AO NEURODESENVOLVIMENTO NA ATENÇÃO ESPECIALIZADA;2;I;0020;9999;0000;0000;0047;000000000000;000000000000;000000000000;06;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;07;Atendimento/acompanhamento em reabilitação física, mental, visual e múltiplas deficiências;0301070300;ATENDIMENTO DE FAMILIARES, CUIDADORES E/OU ACOMPANHANTES DE PESSOAS COM DEFICIÊNCIA NOS SERVIÇOS DE REABILITAÇÃO DA ATENÇÃO ESPECIALIZADA;2;I;0020;9999;0000;0216;1571;000000000000;000000000000;000000000000;06;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;07;Atendimento/acompanhamento em reabilitação física, mental, visual e múltiplas deficiências;0301070180;ACOMPANHAMENTO DE PACIENTE COM PRÓTESE AUDITIVA ANCORADA NO OSSO;3;I;0001;9999;0000;0000;1571;000000000000;000000005862;000000000000;04;040067;9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;07;Atendimento/acompanhamento em reabilitação física, mental, visual e múltiplas deficiências;0301070199;ACOMPANHAMENTO DE PACIENTE COM IMPLANTE COCLEAR;3;I;0001;9999;0000;0000;1571;000000000000;000000005862;000000000000;04;040067;9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;07;Atendimento/acompanhamento em reabilitação física, mental, visual e múltiplas deficiências;0301070202;ESTIMULAÇÃO PRECOCE PARA DESENVOLVIMENTO NEUROPSICOMOTOR;1;I;0012;9999;0000;0000;0047;000000000000;000000000000;000000000000;01;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;07;Atendimento/acompanhamento em reabilitação física, mental, visual e múltiplas deficiências;0301070210;REABILITAÇÃO DE PACIENTES PÓS COVID-19;2;I;0020;9999;0000;0000;1571;000000000000;000000002169;000000000000;04;040073;9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;08;Atendimento/Acompanhamento psicossocial;0301080208;ATENDIMENTO INDIVIDUAL DE PACIENTE EM CENTRO DE ATENÇÃO PSICOSSOCIAL;2;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;06;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;08;Atendimento/Acompanhamento psicossocial;0301080046;ACOMPANHAMENTO DE PACIENTE EM SAUDE MENTAL (RESIDENCIA TERAPEUTICA);2;I;0001;9999;0000;0216;1571;000000000000;000000000000;000000000000;06;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;08;Atendimento/Acompanhamento psicossocial;0301080143;ATENDIMENTO EM OFICINA TERAPEUTICA I - SAUDE MENTAL;2;I;9999;9999;0000;0000;1571;000000000000;000000000611;000000000000;06;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;08;Atendimento/Acompanhamento psicossocial;0301080151;ATENDIMENTO EM OFICINA TERAPEUTICA II - SAUDE MENTAL;2;N;9999;9999;0000;0000;1571;000000000000;000000002316;000000000000;06;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;08;Atendimento/Acompanhamento psicossocial;0301080160;ATENDIMENTO EM PSICOTERAPIA DE GRUPO;2;I;9999;9999;0000;0072;1571;000000000000;000000000559;000000000000;06;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;08;Atendimento/Acompanhamento psicossocial;0301080178;ATENDIMENTO INDIVIDUAL EM PSICOTERAPIA;2;N;9999;9999;0000;0000;1571;000000000000;000000000255;000000000000;06;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;08;Atendimento/Acompanhamento psicossocial;0301080194;ACOLHIMENTO DIURNO DE PACIENTE EM CENTRO DE ATENÇÃO PSICOSSOCIAL;2;I;0030;9999;0000;0000;1571;000000000000;000000000000;000000000000;06;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;08;Atendimento/Acompanhamento psicossocial;0301080330;APOIO À SERVIÇO RESIDENCIAL DE CARÁTER TRANSITÓRIO POR CENTRO DE ATENÇÃO PSICOSSOCIAL;2;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;06;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;08;Atendimento/Acompanhamento psicossocial;0301080216;ATENDIMENTO EM GRUPO DE PACIENTE EM CENTRO DE ATENÇÃO PSICOSSOCIAL;2;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;06;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;08;Atendimento/Acompanhamento psicossocial;0301080224;ATENDIMENTO FAMILIAR EM CENTRO DE ATENÇÃO PSICOSSOCIAL;2;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;06;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;08;Atendimento/Acompanhamento psicossocial;0301080232;ACOLHIMENTO INICIAL POR CENTRO DE ATENÇÃO PSICOSSOCIAL;2;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;06;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;08;Atendimento/Acompanhamento psicossocial;0301080240;ATENDIMENTO DOMICILIAR PARA PACIENTES DE CENTRO DE ATENÇÃO PSICOSSOCIAL E/OU FAMILIARES;2;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;06;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;08;Atendimento/Acompanhamento psicossocial;0301080259;AÇÕES DE ARTICULAÇÃO DE REDES INTRA E INTERSETORIAIS;2;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;06;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;08;Atendimento/Acompanhamento psicossocial;0301080267;FORTALECIMENTO DO PROTAGONISMO DE USUÁRIOS DE CENTRO DE ATENÇÃO PSICOSSOCIAL E SEUS FAMILIARES;2;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;06;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;08;Atendimento/Acompanhamento psicossocial;0301080275;PRÁTICAS CORPORAIS EM CENTRO DE ATENÇÃO PSICOSSOCIAL;2;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;06;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;08;Atendimento/Acompanhamento psicossocial;0301080283;PRÁTICAS EXPRESSIVAS E COMUNICATIVAS EM CENTRO DE ATENÇÃO PSICOSSOCIAL;2;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;06;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;08;Atendimento/Acompanhamento psicossocial;0301080291;ATENÇÃO ÀS SITUAÇÕES DE CRISE;2;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;06;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;08;Atendimento/Acompanhamento psicossocial;0301080305;MATRICIAMENTO DE EQUIPES DA ATENÇÃO BÁSICA;2;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;06;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;08;Atendimento/Acompanhamento psicossocial;0301080313;AÇÕES DE REDUÇÃO DE DANOS;2;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;06;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;08;Atendimento/Acompanhamento psicossocial;0301080321;ACOMPANHAMENTO DE SERVIÇO RESIDENCIAL TERAPÊUTICO POR CENTRO DE ATENÇÃO PSICOSSOCIAL;2;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;06;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;08;Atendimento/Acompanhamento psicossocial;0301080461;AÇÕES DE ARTICULAÇÃO DE REDES INTRA E INTERSETORIAIS PARA AS PESSOAS COM PROBLEMAS DE SAÚDE MENTAL EM CONFLITO COM A LEI;2;N;9999;9999;0000;9999;9999;000000000000;000000000000;000000000000;05;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;08;Atendimento/Acompanhamento psicossocial;0301080348;AÇÕES DE REABILITAÇÃO PSICOSSOCIAL;2;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;06;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;08;Atendimento/Acompanhamento psicossocial;0301080356;PROMOÇÃO DE CONTRATUALIDADE NO TERRITÓRIO;2;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;06;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;08;Atendimento/Acompanhamento psicossocial;0301080038;ACOLHIMENTO EM TERCEIRO TURNO DE PACIENTE EM CENTRO DE ATENÇÃO PSICOSSOCIAL;2;I;0030;9999;0000;0000;1571;000000000000;000000000000;000000000000;06;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;08;Atendimento/Acompanhamento psicossocial;0301080364;ACOMPANHAMENTO DE PESSOAS COM NECESSIDADES DECORRENTES DO USO DE ÁLCOOL, CRACK E OUTRAS DROGAS EM SERVIÇO RESIDENCIAL DE CARÁTER TRANSITÓRIO (COMUNIDADES TERAPÊUTICAS).;2;I;0001;9999;0000;0216;1571;000000000000;000000000000;000000000000;06;"";0280;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;08;Atendimento/Acompanhamento psicossocial;0301080011;ABORDAGEM COGNITIVA COMPORTAMENTAL DO FUMANTE (POR ATENDIMENTO / PACIENTE);1;I;9999;9999;0000;0120;1571;000000000000;000000000000;000000000000;01;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;08;Atendimento/Acompanhamento psicossocial;0301080020;ACOLHIMENTO NOTURNO DE PACIENTE EM CENTRO DE ATENÇÃO PSICOSSOCIAL;2;I;0014;9999;0000;0000;1571;000000000000;000000000000;000000000000;06;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;08;Atendimento/Acompanhamento psicossocial;0301080437;ACOLHIMENTO DE PESSOAS COM PROBLEMAS DE SAÚDE MENTAL EM CONFLITO COM A LEI;2;N;9999;9999;0000;9999;9999;000000000000;000000000000;000000000000;05;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;08;Atendimento/Acompanhamento psicossocial;0301080402;APOIO MATRICIAL EM SAÚDE DO TRABALHADOR NA ATENÇÃO PRIMÁRIA À SAÚDE;2;N;9999;9999;0000;9999;9999;000000000000;000000000000;000000000000;05;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;08;Atendimento/Acompanhamento psicossocial;0301080410;APOIO MATRICIAL EM SAÚDE DO TRABALHADOR NA ATENÇÃO ESPECIALIZADA, URGÊNCIA E EMERGÊNCIA;2;N;9999;9999;0000;9999;9999;000000000000;000000000000;000000000000;05;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;08;Atendimento/Acompanhamento psicossocial;0301080429;APOIO MATRICIAL EM VIGILÂNCIA À SAÚDE DO TRABALHADOR (VISAT) PARA OUTROS COMPONENTES DA VIGILÂNCIA EM SAÚDE;2;N;9999;9999;0000;9999;9999;000000000000;000000000000;000000000000;05;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;08;Atendimento/Acompanhamento psicossocial;0301080380;ACOMPANHAMENTO DA POPULAÇÃO INFANTO-JUVENIL COM SOFRIMENTO OU TRANSTORNOS MENTAIS DECORRENTES DO USO DE CRACK, ÁLCOOL E OUTRAS DROGAS-UNIDADE DE ACOLHIMENTO INFANTO-JUVENIL (UAI).;2;I;0001;9999;0000;0120;0227;000000000000;000000000000;000000000000;06;"";0180;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;08;Atendimento/Acompanhamento psicossocial;0301080445;AVALIAÇÃO E ACOMPANHAMENTO DE MEDIDAS TERAPÊUTICAS PARA PESSOAS COM PROBLEMAS DE SAÚDE MENTAL EM CONFLITO COM A LEI;2;N;9999;9999;0000;9999;9999;000000000000;000000000000;000000000000;05;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;08;Atendimento/Acompanhamento psicossocial;0301080453;MATRICIAMENTO DA REDE DE ATENÇÃO À SAÚDE PARA PESSOA COM TRANSTORNO MENTAL EM CONFLITO COM A LEI;2;N;9999;9999;0000;9999;9999;000000000000;000000000000;000000000000;05;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;08;Atendimento/Acompanhamento psicossocial;0301080372;ACOMPANHAMENTO DE PESSOAS ADULTAS COM SOFRIMENTO OU TRANSTORNOS MENTAIS DECORRENTES DO USO DE CRACK, ÁLCOOL E OUTRAS DROGAS-UNIDADE DE ACOLHIMENTO ADULTO (UAA).;2;I;0001;9999;0000;0216;1571;000000000000;000000000000;000000000000;06;"";0180;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;08;Atendimento/Acompanhamento psicossocial;0301080399;MATRICIAMENTO DE EQUIPES DOS PONTOS DE ATENÇÃO DA URGÊNCIA E EMERGÊNCIA, E DOS SERVIÇOS HOSPITALARES DE REFERÊNCIA PARA ATENÇÃO A PESSOAS COM SOFRIMENTO OU TRANSTORNOS MENTAIS E COM NECESSIDADES DE SAÚDE DECORRENTE DO USO DE ALCOOL, CRACK E OUTRAS D;2;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;06;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;09;Atendimento/Acompanhamento em saúde do idoso;0301090033;AVALIAÇÃO MULTIDIMENSIONAL DA PESSOA IDOSA;1;I;9999;9999;0000;0720;1571;000000000000;000000000000;000000000000;01;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;09;Atendimento/Acompanhamento em saúde do idoso;0301090017;ATENDIMENTO EM GERIATRIA (1 TURNO);2;I;0031;9999;0050;0720;1571;000000001712;000000000000;000000000486;06;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;09;Atendimento/Acompanhamento em saúde do idoso;0301090025;ATENDIMENTO EM GERIATRIA (2 TURNOS);2;I;0031;9999;0050;0720;1571;000000002003;000000000000;000000000500;06;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;10;Atendimentos de enfermagem (em geral);0301100136;ORDENHA MAMÁRIA;1;I;9999;9999;0000;0108;0731;000000000000;000000000000;000000000000;01;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;10;Atendimentos de enfermagem (em geral);0301100144;OXIGENOTERAPIA POR DIA;1;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;01;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;10;Atendimentos de enfermagem (em geral);0301100179;SONDAGEM GÁSTRICA;1;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;01;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;10;Atendimentos de enfermagem (em geral);0301100225;ADMINISTRAÇÃO DE MEDICAMENTOS POR VIA SUBCUTÂNEA (SC);1;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;01;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;10;Atendimentos de enfermagem (em geral);0301100233;ADMINISTRAÇÃO TÓPICA DE MEDICAMENTO(S);1;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;01;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;10;Atendimentos de enfermagem (em geral);0301100241;ADMINISTRAÇÃO DE PENICILINA PARA TRATAMENTO DE SÍFILIS;1;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;01;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;10;Atendimentos de enfermagem (em geral);0301100250;AFERIÇÃO DE TEMPERATURA;1;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;01;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;10;Atendimentos de enfermagem (em geral);0301100268;PREPARAÇÃO PARA O ELETROCARDIOGRAMA;1;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;01;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;10;Atendimentos de enfermagem (em geral);0301100276;CURATIVO ESPECIAL;1;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;01;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;10;Atendimentos de enfermagem (em geral);0301100284;CURATIVO SIMPLES;1;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;01;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;10;Atendimentos de enfermagem (em geral);0301100152;RETIRADA DE PONTOS DE CIRURGIAS (POR PACIENTE);1;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;01;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;10;Atendimentos de enfermagem (em geral);0301100012;ADMINISTRACAO DE MEDICAMENTOS NA ATENCAO ESPECIALIZADA.;2;I;9999;9999;0000;0000;1571;000000000000;000000000063;000000000000;06;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;10;Atendimentos de enfermagem (em geral);0301100187;TERAPIA DE REIDRATAÇÃO ORAL;1;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;01;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;10;Atendimentos de enfermagem (em geral);0301100195;ADMINISTRAÇÃO DE MEDICAMENTOS POR VIA ENDOVENOSA;1;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;01;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;10;Atendimentos de enfermagem (em geral);0301100209;ADMINISTRAÇÃO DE MEDICAMENTOS POR VIA INTRAMUSCULAR;1;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;01;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;10;Atendimentos de enfermagem (em geral);0301100217;ADMINISTRAÇÃO DE MEDICAMENTOS POR VIA ORAL;1;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;01;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;10;Atendimentos de enfermagem (em geral);0301100071;CUIDADOS C/ TRAQUEOSTOMIA;2;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;06;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;10;Atendimentos de enfermagem (em geral);0301100080;DETERMINACAO DE PRESSAO VENOSA CENTRAL (PVC);2;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;06;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;10;Atendimentos de enfermagem (em geral);0301100098;ENEMA;2;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;06;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;10;Atendimentos de enfermagem (em geral);0301100101;INALAÇÃO / NEBULIZAÇÃO;1;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;01;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;10;Atendimentos de enfermagem (em geral);0301100110;IRRIGACAO VESICAL;2;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;06;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;10;Atendimentos de enfermagem (em geral);0301100128;LAVAGEM GASTRICA;1;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;01;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;10;Atendimentos de enfermagem (em geral);0301100039;AFERIÇÃO DE PRESSÃO ARTERIAL;1;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;01;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;10;Atendimentos de enfermagem (em geral);0301100047;CATETERISMO VESICAL DE ALIVIO;1;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;01;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;10;Atendimentos de enfermagem (em geral);0301100055;CATETERISMO VESICAL DE DEMORA;1;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;01;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;10;Atendimentos de enfermagem (em geral);0301100063;CUIDADOS COM ESTOMAS;2;I;9999;9999;0000;0000;1571;000000000000;000000000000;000000000000;06;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;11;Atendimento/Acompanhamento queimados;0301110026;ACOMPANHAMENTO DE PACIENTE PEQUENO QUEIMADO;2;I;0001;9999;0000;0000;1571;000000000000;000000001050;000000000000;06;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;11;Atendimento/Acompanhamento queimados;0301110018;ACOMPANHAMENTO DE PACIENTE MÉDIO / GRANDE QUEIMADO;3;I;0001;9999;0000;0000;1571;000000000000;000000001575;000000000000;06;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;12;Atendimento/acompanhamento de diagnóstico de doenças endocrinas/metabolicas e nutricionais;0301120056;ACOMPANHAMENTO DE PACIENTE PÓS-CIRURGIA BARIÁTRICA POR EQUIPE MULTIPROFISSIONAL;3;I;0001;9999;0000;0192;1571;000000000000;000000004000;000000000000;04;040013;9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;12;Atendimento/acompanhamento de diagnóstico de doenças endocrinas/metabolicas e nutricionais;0301120030;ACOMPANHAMENTO DE PACIENTE COM HEMOGLOBINOPATIAS;3;N;0001;9999;0000;9999;9999;000000000000;000000002750;000000000000;06;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;12;Atendimento/acompanhamento de diagnóstico de doenças endocrinas/metabolicas e nutricionais;0301120048;ACOMPANHAMENTO DE PACIENTE COM HIPOTIREOIDISMO CONGÊNITO;3;N;0001;9999;0000;9999;9999;000000000000;000000002750;000000000000;06;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;12;Atendimento/acompanhamento de diagnóstico de doenças endocrinas/metabolicas e nutricionais;0301120064;ACOMPANHAMENTO EM SERVIÇO DE REFERÊNCIA EM TRIAGEM NEONATAL (SRTN) - HIPERPLASIA ADRENAL CONGÊNITA.;2;N;0001;9999;0000;9999;9999;000000000000;000000002750;000000000000;06;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;12;Atendimento/acompanhamento de diagnóstico de doenças endocrinas/metabolicas e nutricionais;0301120072;ACOMPANHAMENTO EM SERVIÇO DE REFERÊNCIA DE TRIAGEM NEONATAL (SRTN) PACIENTE COM DEFICIÊNCIA DE BIOTINIDASE;3;N;0001;9999;0000;9999;9999;000000000000;000000002750;000000000000;06;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;12;Atendimento/acompanhamento de diagnóstico de doenças endocrinas/metabolicas e nutricionais;0301120080;ACOMPANHAMENTO DE PACIENTE PRÉ-CIRURGIA BARIÁTRICA POR EQUIPE MULTIPROFISSIONAL;3;I;0001;9999;0000;0192;1571;000000000000;000000004000;000000000000;04;040013;9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;12;Atendimento/acompanhamento de diagnóstico de doenças endocrinas/metabolicas e nutricionais;0301120013;ACOMPANHAMENTO DE PACIENTE COM FENILCETONÚRIA;3;N;9999;9999;0000;9999;9999;000000000000;000000002750;000000000000;06;"";9999;202510
03;01;Procedimentos clínicos;Consultas / Atendimentos / Acompanhamentos;12;Atendimento/acompanhamento de diagnóstico de doenças endocrinas/metabolicas e nutricionais;0301120021;ACOMPANHAMENTO DE PACIENTE COM FIBROSE CÍSTICA;3;N;0001;9999;0000;9999;9999;000000000000;000000002750;000000000000;06;"";9999;202510
