"co_procedimento";"co_registro_principal";"co_procedimento_compativel";"co_registro_compativel";"tp_compatibilidade";"qt_permitida";"dt_competencia"
"0408060590";"03";"0408060379";"03";"1";"0000";"201809"
"0408060590";"03";"0702030325";"04";"1";"0006";"201809"
"0408060590";"03";"0702030350";"04";"1";"0001";"201809"
"0408060590";"03";"0702030368";"04";"1";"0001";"201809"
"0408060590";"03";"0702030384";"04";"1";"0001";"201809"
"0408060590";"03";"0702030392";"04";"1";"0001";"201809"
"0408060590";"03";"0702030406";"04";"1";"0001";"201809"
"0408060590";"03";"0702030422";"04";"1";"0001";"201809"
"0408060590";"03";"0702030465";"04";"1";"0003";"201809"
"0408060590";"03";"0702030511";"04";"1";"0001";"201809"
"0408060590";"03";"0702030520";"04";"1";"0001";"201809"
"0408060590";"03";"0702030538";"04";"1";"0001";"201809"
"0408060590";"03";"0702030627";"04";"1";"0003";"201809"
"0408060590";"03";"0702030635";"04";"1";"0003";"201809"
"0408060590";"03";"0702030643";"04";"1";"0003";"201809"
"0408060590";"03";"0702030686";"04";"1";"0003";"201809"
"0408060590";"03";"0702030724";"04";"1";"0001";"201809"
"0408060590";"03";"0702030805";"04";"1";"0006";"201809"
"0408060590";"03";"0702030813";"04";"1";"0001";"201809"
"0408060590";"03";"0702030821";"04";"1";"0001";"201809"
"0408060590";"03";"0702030830";"04";"1";"0001";"201809"
"0408060590";"03";"0702030856";"04";"1";"0001";"201809"
"0408060590";"03";"0702030899";"04";"1";"0002";"201809"
"0408060590";"03";"0702030902";"04";"1";"0001";"201809"
"0408060590";"03";"0702030910";"04";"1";"0001";"201809"
"0408060590";"03";"0702030929";"04";"1";"0002";"201809"
"0408060590";"03";"0702030961";"04";"1";"0001";"201809"
"0408060590";"03";"0702030996";"04";"1";"0001";"201809"
"0408060590";"03";"0702031054";"04";"1";"0001";"201809"
"0408060590";"03";"0702031062";"04";"1";"0001";"201809"
"0408060611";"03";"0408060344";"03";"1";"0000";"201809"
"0408060611";"03";"0408060352";"03";"1";"0000";"201809"
"0408060611";"03";"0408060379";"03";"1";"0000";"201809"
"0408060611";"03";"0408060395";"03";"1";"0000";"201809"
"0408060620";"03";"0401020010";"03";"4";"0000";"201809"
"0408060620";"03";"0401020029";"03";"4";"0000";"201809"
"0408060620";"03";"0401020037";"03";"4";"0000";"201809"
"0408060620";"03";"0408060344";"03";"1";"0000";"201809"
"0408060620";"03";"0408060352";"03";"1";"0000";"201809"
"0408060620";"03";"0408060379";"03";"1";"0000";"201809"
"0408060620";"03";"0408060387";"03";"1";"0000";"201809"
"0408060620";"03";"0408060522";"03";"1";"0000";"201809"
"0408060620";"03";"0702030082";"04";"1";"0002";"201809"
"0408060638";"03";"0702030600";"04";"1";"0001";"201809"
"0408060638";"03";"0702030627";"04";"1";"0002";"201809"
"0408060638";"03";"0702030660";"04";"1";"0002";"201809"
"0408060638";"03";"0702030678";"04";"1";"0002";"201809"
"0408060638";"03";"0702030694";"04";"1";"0002";"201809"
"0408060646";"03";"0408060182";"03";"1";"0000";"201809"
"0408060646";"03";"0408060530";"03";"1";"0000";"201809"
"0408060646";"03";"0408060549";"03";"1";"0000";"201809"
"0408060646";"03";"0702030023";"04";"1";"0001";"201809"
"0408060646";"03";"0702030627";"04";"1";"0001";"201809"
"0408060646";"03";"0702031348";"04";"1";"0002";"201809"
"0408060662";"03";"0702030023";"04";"1";"0001";"201809"
"0408060662";"03";"0702031348";"04";"1";"0001";"201809"
"0408060697";"03";"0401020010";"03";"4";"0000";"201809"
"0408060697";"03";"0401020029";"03";"4";"0000";"201809"
"0408060697";"03";"0401020037";"03";"4";"0000";"201809"
"0408060697";"03";"0408060182";"03";"1";"0000";"201809"
"0408060697";"03";"0702031348";"04";"1";"0002";"201809"
"0408060700";"03";"0401020010";"03";"4";"0000";"201809"
"0408060700";"03";"0401020029";"03";"4";"0000";"201809"
"0408060700";"03";"0401020037";"03";"4";"0000";"201809"
"0409010057";"03";"0702050040";"04";"1";"0001";"201809"
"0409010057";"03";"0702050288";"04";"1";"0000";"201809"
"0409010057";"03";"0702060011";"04";"1";"0000";"201809"
"0409010146";"03";"0702060011";"04";"1";"0000";"201809"
"0409010170";"03";"0702060011";"04";"5";"0001";"201809"
"0409010170";"06";"0309030102";"06";"3";"0000";"201809"
"0409010170";"06";"0309030129";"06";"3";"0000";"201809"
"0409010170";"06";"0702060011";"07";"1";"0001";"201809"
"0409010200";"03";"0702060011";"04";"1";"0000";"201809"
"0409010227";"03";"0702060011";"04";"1";"0000";"201809"
"0409010235";"03";"0702060011";"04";"1";"0000";"201809"
"0409010251";"03";"0702060011";"04";"1";"0000";"201809"
"0409010260";"03";"0702060011";"04";"1";"0000";"201809"
"0409010316";"03";"0702060011";"04";"1";"0000";"201809"
"0409010324";"03";"0702060011";"04";"1";"0000";"201809"
"0409010332";"03";"0702060011";"04";"1";"0000";"201809"
"0409010340";"03";"0702060011";"04";"1";"0000";"201809"
"0409010472";"03";"0702060011";"04";"1";"0000";"201809"
"0409010537";"03";"0702060011";"04";"1";"0000";"201809"
"0409010545";"03";"0702060011";"04";"1";"0000";"201809"
"0409010553";"03";"0702060011";"04";"1";"0000";"201809"
"0409010561";"03";"0702060011";"04";"1";"0000";"201809"
"0409010570";"03";"0702060011";"04";"1";"0000";"201809"
"0409040142";"03";"0702060038";"04";"1";"0002";"201809"
"0409040150";"03";"0702060038";"04";"1";"0002";"201809"
"0409040169";"03";"0702060038";"04";"1";"0001";"201809"
"0409040185";"03";"0702060038";"04";"1";"0002";"201809"
"0409050016";"03";"0702060020";"04";"1";"0001";"201809"
"0409050091";"03";"0702060020";"04";"1";"0000";"201809"
"0410010057";"03";"0702080012";"04";"1";"0001";"201809"
"0410010057";"03";"0702080039";"04";"1";"0001";"201809"
"0410010065";"03";"0702080012";"04";"1";"0001";"201809"
"0410010065";"03";"0702080039";"04";"1";"0001";"201809"
"0410010073";"03";"0702080012";"04";"1";"0001";"201809"
"0410010073";"03";"0702080039";"04";"1";"0001";"201809"
"0410010090";"03";"0702080012";"04";"1";"0002";"201809"
"0410010090";"03";"0702080039";"04";"1";"0001";"201809"
"0410010154";"03";"0702080039";"04";"1";"0001";"201809"
"0410010162";"03";"0702080039";"04";"1";"0002";"201809"
"0411010026";"03";"0301010145";"04";"1";"0002";"201809"
"0411010026";"03";"0310010020";"04";"1";"0002";"201809"
"0411010026";"03";"0417010036";"04";"1";"0001";"201809"
"0411010026";"03";"0603040012";"04";"1";"0002";"201809"
"0411010026";"03";"0801010047";"04";"1";"0002";"201809"
"0411010034";"03";"0301010145";"04";"1";"0002";"201809"
"0411010034";"03";"0310010020";"04";"1";"0002";"201809"
"0411010034";"03";"0417010010";"04";"1";"0001";"201809"
"0411010034";"03";"0603040012";"04";"1";"0002";"201809"
"0411010034";"03";"0801010047";"04";"1";"0002";"201809"
"0411010042";"03";"0301010145";"04";"1";"0002";"201809"
"0411010042";"03";"0310010020";"04";"1";"0002";"201809"
"0411010042";"03";"0417010010";"04";"1";"0001";"201809"
"0411010042";"03";"0417010036";"04";"1";"0001";"201809"
"0411010042";"03";"0603040012";"04";"1";"0002";"201809"
"0411010042";"03";"0801010047";"04";"1";"0002";"201809"
"0411020048";"03";"0603040012";"04";"1";"0002";"201809"
"0412010127";"04";"0702050024";"04";"1";"0001";"201809"
"0412010135";"03";"0702050288";"04";"1";"0000";"201809"
"0412020076";"03";"0702050024";"04";"1";"0001";"201809"
"0412040026";"03";"0702050555";"04";"1";"0001";"201809"
"0412040115";"03";"0702050555";"04";"1";"0001";"201809"
"0412040123";"03";"0702050555";"04";"1";"0001";"201809"
"0412050048";"03";"0702050040";"04";"1";"0001";"201809"
"0412050048";"03";"0702050288";"04";"1";"0001";"201809"
"0412050064";"03";"0702050032";"04";"1";"0001";"201809"
"0412050064";"03";"0702050067";"04";"1";"0001";"201809"
"0412050064";"03";"0702050075";"04";"1";"0001";"201809"
"0412050064";"03";"0702050270";"04";"1";"0001";"201809"
"0412050064";"03";"0702050288";"04";"1";"0001";"201809"
"0412050064";"03";"0702050342";"04";"1";"0003";"201809"
"0412050072";"03";"0702050032";"04";"1";"0001";"201809"
"0412050072";"03";"0702050075";"04";"1";"0001";"201809"
"0412050072";"03";"0702050270";"04";"1";"0001";"201809"
"0412050102";"03";"0702050040";"04";"1";"0001";"201809"
"0412050102";"03";"0702050288";"04";"1";"0001";"201809"
"0412050110";"03";"0702050032";"04";"1";"0001";"201809"
"0412050110";"03";"0702050270";"04";"1";"0001";"201809"
"0412050110";"03";"0702050288";"04";"1";"0001";"201809"
"0412050137";"03";"0702050040";"04";"1";"0001";"201809"
"0412050137";"03";"0702050288";"04";"1";"0001";"201809"
"0412050153";"03";"0702040193";"04";"1";"0002";"201809"
"0412050153";"03";"0702040452";"04";"1";"0001";"201809"
"0412050153";"03";"0702040479";"04";"1";"0001";"201809"
"0413010066";"03";"0413010074";"04";"1";"0015";"201809"
"0413010066";"03";"0702110019";"04";"1";"0001";"201809"
"0413010066";"03";"0702110027";"04";"1";"0002";"201809"
"0413010066";"03";"0702110035";"04";"1";"0002";"201809"
"0413010082";"03";"0413010074";"04";"1";"0015";"201809"
"0413010082";"03";"0702110019";"04";"1";"0000";"201809"
"0413010082";"03";"0702110027";"04";"1";"0000";"201809"
"0413010082";"03";"0702110035";"04";"1";"0000";"201809"
"0413030067";"03";"0702080020";"04";"1";"0000";"201809"
"0413040020";"03";"0702080012";"04";"1";"0001";"201809"
"0413040089";"03";"0702080039";"04";"1";"0002";"201809"
"0413040178";"03";"0702050539";"04";"1";"0000";"201809"
"0413040186";"03";"0702080012";"04";"1";"0001";"201809"
"0413040208";"03";"0702050164";"04";"1";"0000";"201809"
"0413040208";"03";"0702080012";"04";"1";"0001";"201809"
"0413040216";"03";"0702110043";"04";"1";"0250";"201809"
"0413040240";"03";"0702050164";"04";"1";"0000";"201809"
"0414010329";"03";"0408040211";"04";"1";"0000";"201809"
"0414010329";"03";"0414020090";"04";"1";"0000";"201809"
"0414020090";"04";"0702050482";"04";"1";"0001";"201809"
"0414020421";"06";"0701070153";"07";"1";"0006";"201809"
"0415010012";"03";"0416010016";"03";"2";"0000";"201809"
"0415010012";"03";"0416010024";"03";"2";"0000";"201809"
"0415010012";"03";"0416010032";"03";"2";"0000";"201809"
"0415010012";"03";"0416010040";"03";"2";"0000";"201809"
"0415010012";"03";"0416010075";"03";"2";"0000";"201809"
"0415010012";"03";"0416010091";"03";"2";"0000";"201809"
"0415010012";"03";"0416010113";"03";"2";"0000";"201809"
"0415010012";"03";"0416010121";"03";"2";"0000";"201809"
"0415010012";"03";"0416010130";"03";"2";"0000";"201809"
"0415010012";"03";"0416010164";"03";"2";"0000";"201809"
"0415010012";"03";"0416010172";"03";"2";"0000";"201809"
"0415010012";"03";"0416010180";"03";"2";"0000";"201809"
"0415010012";"03";"0416010199";"03";"2";"0000";"201809"
"0415010012";"03";"0416010202";"03";"2";"0000";"201809"
"0415010012";"03";"0416010210";"03";"2";"0000";"201809"
"0415010012";"03";"0416010229";"03";"2";"0000";"201809"
"0415010012";"03";"0416020020";"03";"2";"0000";"201809"
"0415010012";"03";"0416020151";"03";"2";"0000";"201809"
"0415010012";"03";"0416020160";"03";"2";"0000";"201809"
"0415010012";"03";"0416020178";"03";"2";"0000";"201809"
"0415010012";"03";"0416020186";"03";"2";"0000";"201809"
"0415010012";"03";"0416020194";"03";"2";"0000";"201809"
"0415010012";"03";"0416020208";"03";"2";"0000";"201809"
"0415010012";"03";"0416020216";"03";"2";"0000";"201809"
"0415010012";"03";"0416020224";"03";"2";"0000";"201809"
"0415010012";"03";"0416020232";"03";"2";"0000";"201809"
"0415010012";"03";"0416020240";"03";"2";"0000";"201809"
"0415010012";"03";"0416020259";"03";"2";"0000";"201809"
"0415010012";"03";"0416030017";"03";"2";"0000";"201809"
"0415010012";"03";"0416030025";"03";"2";"0000";"201809"
"0415010012";"03";"0416030033";"03";"2";"0000";"201809"
"0415010012";"03";"0416030041";"03";"2";"0000";"201809"
"0415010012";"03";"0416030068";"03";"2";"0000";"201809"
"0415010012";"03";"0416030076";"03";"2";"0000";"201809"
"0415010012";"03";"0416030084";"03";"2";"0000";"201809"
"0415010012";"03";"0416030092";"03";"2";"0000";"201809"
"0415010012";"03";"0416030149";"03";"2";"0000";"201809"
"0415010012";"03";"0416030157";"03";"2";"0000";"201809"
"0415010012";"03";"0416030165";"03";"2";"0000";"201809"
"0415010012";"03";"0416030173";"03";"2";"0000";"201809"
"0415010012";"03";"0416030181";"03";"2";"0000";"201809"
"0415010012";"03";"0416030190";"03";"2";"0000";"201809"
"0415010012";"03";"0416030203";"03";"2";"0000";"201809"
"0415010012";"03";"0416030211";"03";"2";"0000";"201809"
"0415010012";"03";"0416030220";"03";"2";"0000";"201809"
"0415010012";"03";"0416030238";"03";"2";"0000";"201809"
"0415010012";"03";"0416030246";"03";"2";"0000";"201809"
"0415010012";"03";"0416030254";"03";"2";"0000";"201809"
"0415010012";"03";"0416030262";"03";"2";"0000";"201809"
"0415010012";"03";"0416030270";"03";"2";"0000";"201809"
"0415010012";"03";"0416030289";"03";"2";"0000";"201809"
"0415010012";"03";"0416030297";"03";"2";"0000";"201809"
"0415010012";"03";"0416030300";"03";"2";"0000";"201809"
"0415010012";"03";"0416030319";"03";"2";"0000";"201809"
"0415010012";"03";"0416030327";"03";"2";"0000";"201809"
"0415010012";"03";"0416030335";"03";"2";"0000";"201809"
"0415010012";"03";"0416030343";"03";"2";"0000";"201809"
"0415010012";"03";"0416030351";"03";"2";"0000";"201809"
"0415010012";"03";"0416030360";"03";"2";"0000";"201809"
"0415010012";"03";"0416040012";"03";"2";"0000";"201809"
"0415010012";"03";"0416040020";"03";"2";"0000";"201809"
"0415010012";"03";"0416040039";"03";"2";"0000";"201809"
"0415010012";"03";"0416040047";"03";"2";"0000";"201809"
"0415010012";"03";"0416040055";"03";"2";"0000";"201809"
"0415010012";"03";"0416040071";"03";"2";"0000";"201809"
"0415010012";"03";"0416040101";"03";"2";"0000";"201809"
"0415010012";"03";"0416040110";"03";"2";"0000";"201809"
"0415010012";"03";"0416040128";"03";"2";"0000";"201809"
"0415010012";"03";"0416040144";"03";"2";"0000";"201809"
"0415010012";"03";"0416040179";"03";"2";"0000";"201809"
"0415010012";"03";"0416040187";"03";"2";"0000";"201809"
"0415010012";"03";"0416040195";"03";"2";"0000";"201809"
"0415010012";"03";"0416040209";"03";"2";"0000";"201809"
"0415010012";"03";"0416040217";"03";"2";"0000";"201809"
"0415010012";"03";"0416040225";"03";"2";"0000";"201809"
"0415010012";"03";"0416040233";"03";"2";"0000";"201809"
"0415010012";"03";"0416040241";"03";"2";"0000";"201809"
"0415010012";"03";"0416040250";"03";"2";"0000";"201809"
"0415010012";"03";"0416040268";"03";"2";"0000";"201809"
"0415010012";"03";"0416040276";"03";"2";"0000";"201809"
"0415010012";"03";"0416050018";"03";"2";"0000";"201809"
"0415010012";"03";"0416050026";"03";"2";"0000";"201809"
"0415010012";"03";"0416050034";"03";"2";"0000";"201809"
"0415010012";"03";"0416050050";"03";"2";"0000";"201809"
"0415010012";"03";"0416050077";"03";"2";"0000";"201809"
"0415010012";"03";"0416050093";"03";"2";"0000";"201809"
"0415010012";"03";"0416050107";"03";"2";"0000";"201809"
"0415010012";"03";"0416050115";"03";"2";"0000";"201809"
"0415010012";"03";"0416060013";"03";"2";"0000";"201809"
"0415010012";"03";"0416060021";"03";"2";"0000";"201809"
"0415010012";"03";"0416060030";"03";"2";"0000";"201809"
"0415010012";"03";"0416060056";"03";"2";"0000";"201809"
"0415010012";"03";"0416060064";"03";"2";"0000";"201809"
"0415010012";"03";"0416060080";"03";"2";"0000";"201809"
"0415010012";"03";"0416060099";"03";"2";"0000";"201809"
"0415010012";"03";"0416060102";"03";"2";"0000";"201809"
"0415010012";"03";"0416060110";"03";"2";"0000";"201809"
"0415010012";"03";"0416060129";"03";"2";"0000";"201809"
"0415010012";"03";"0416080014";"03";"2";"0000";"201809"
"0415010012";"03";"0416080030";"03";"2";"0000";"201809"
"0415010012";"03";"0416080081";"03";"2";"0000";"201809"
"0415010012";"03";"0416080090";"03";"2";"0000";"201809"
"0415010012";"03";"0416080111";"03";"2";"0000";"201809"
"0415010012";"03";"0416080120";"03";"2";"0000";"201809"
"0415010012";"03";"0416090010";"03";"2";"0000";"201809"
"0415010012";"03";"0416090028";"03";"2";"0000";"201809"
"0415010012";"03";"0416090036";"03";"2";"0000";"201809"
"0415010012";"03";"0416090079";"03";"2";"0000";"201809"
"0415010012";"03";"0416090109";"03";"2";"0000";"201809"
"0415010012";"03";"0416090117";"03";"2";"0000";"201809"
"0415010012";"03";"0416090125";"03";"2";"0000";"201809"
"0415010012";"03";"0416090133";"03";"2";"0000";"201809"
"0415010012";"03";"0416110010";"03";"2";"0000";"201809"
"0415010012";"03";"0416110029";"03";"2";"0000";"201809"
"0415010012";"03";"0416110037";"03";"2";"0000";"201809"
"0415010012";"03";"0416110045";"03";"2";"0000";"201809"
"0415010012";"03";"0416110053";"03";"2";"0000";"201809"
"0415010012";"03";"0416110061";"03";"2";"0000";"201809"
"0415010012";"03";"0416110070";"03";"2";"0000";"201809"
"0415010012";"03";"0416110088";"03";"2";"0000";"201809"
"0415010012";"03";"0416120024";"03";"2";"0000";"201809"
"0415010012";"03";"0416120032";"03";"2";"0000";"201809"
"0415010012";"03";"0416120040";"03";"2";"0000";"201809"
"0415010012";"03";"0416120059";"03";"2";"0000";"201809"
"0415010012";"03";"0802020011";"04";"1";"0001";"201809"
"0415020018";"03";"0407010122";"03";"1";"0000";"201809"
"0415020018";"03";"0407010173";"03";"1";"0000";"201809"
"0415020018";"03";"0407010181";"03";"1";"0000";"201809"
"0415020018";"03";"0413040054";"03";"1";"0000";"201809"
"0415020018";"03";"0413040062";"03";"1";"0000";"201809"
"0415020018";"03";"0413040070";"03";"1";"0000";"201809"
"0415020018";"03";"0413040089";"03";"1";"0000";"201809"
"0415020034";"03";"0403010012";"03";"2";"0000";"201809"
"0415020034";"03";"0403010020";"03";"2";"0000";"201809"
"0415020034";"03";"0403010039";"03";"2";"0000";"201809"
"0415020034";"03";"0403010047";"03";"2";"0000";"201809"
"0415020034";"03";"0403010055";"03";"2";"0000";"201809"
"0415020034";"03";"0403010063";"03";"2";"0000";"201809"
"0415020034";"03";"0403010071";"03";"2";"0000";"201809"
"0415020034";"03";"0403010110";"03";"2";"0000";"201809"
"0415020034";"03";"0403010128";"03";"2";"0000";"201809"
"0415020034";"03";"0403010136";"03";"2";"0000";"201809"
"0415020034";"03";"0403010144";"03";"2";"0000";"201809"
"0415020034";"03";"0403010152";"03";"2";"0000";"201809"
"0415020034";"03";"0403010195";"03";"2";"0000";"201809"
"0415020034";"03";"0403010209";"03";"2";"0000";"201809"
"0415020034";"03";"0403010217";"03";"2";"0000";"201809"
"0415020034";"03";"0403010225";"03";"2";"0000";"201809"
"0415020034";"03";"0403010233";"03";"2";"0000";"201809"
"0415020034";"03";"0403010241";"03";"2";"0000";"201809"
"0415020034";"03";"0403010250";"03";"2";"0000";"201809"
"0415020034";"03";"0403010268";"03";"2";"0000";"201809"
"0415020034";"03";"0403010276";"03";"2";"0000";"201809"
"0415020034";"03";"0403010284";"03";"2";"0000";"201809"
"0415020034";"03";"0403010292";"03";"2";"0000";"201809"
"0415020034";"03";"0403010306";"03";"2";"0000";"201809"
"0415020034";"03";"0403010314";"03";"2";"0000";"201809"
"0415020034";"03";"0403010330";"03";"2";"0000";"201809"
"0415020034";"03";"0403020042";"03";"2";"0000";"201809"
"0415020034";"03";"0403020131";"03";"2";"0000";"201809"
"0415020034";"03";"0403030013";"03";"2";"0000";"201809"
"0415020034";"03";"0403030021";"03";"2";"0000";"201809"
"0415020034";"03";"0403030030";"03";"2";"0000";"201809"
"0415020034";"03";"0403030048";"03";"2";"0000";"201809"
"0415020034";"03";"0403030056";"03";"2";"0000";"201809"
"0415020034";"03";"0403030064";"03";"2";"0000";"201809"
"0415020034";"03";"0403030080";"03";"2";"0000";"201809"
"0415020034";"03";"0403030099";"03";"2";"0000";"201809"
"0415020034";"03";"0403030102";"03";"2";"0000";"201809"
"0415020034";"03";"0403030110";"03";"2";"0000";"201809"
"0415020034";"03";"0403030129";"03";"2";"0000";"201809"
"0415020034";"03";"0403030137";"03";"2";"0000";"201809"
"0415020034";"03";"0403030145";"03";"2";"0000";"201809"
"0415020034";"03";"0403030153";"03";"2";"0000";"201809"
"0415020034";"03";"0403030161";"03";"2";"0000";"201809"
"0415020034";"03";"0403040019";"03";"2";"0000";"201809"
"0415020034";"03";"0403040027";"03";"2";"0000";"201809"
"0415020034";"03";"0403040051";"03";"2";"0000";"201809"
"0415020034";"03";"0403040060";"03";"2";"0000";"201809"
"0415020034";"03";"0403040078";"03";"2";"0000";"201809"
"0415020034";"03";"0403040086";"03";"2";"0000";"201809"
"0415020034";"03";"0403040094";"03";"2";"0000";"201809"
"0415020034";"03";"0403040108";"03";"2";"0000";"201809"
"0415020034";"03";"0403040116";"03";"2";"0000";"201809"
"0415020034";"03";"0403040124";"03";"2";"0000";"201809"
"0415020034";"03";"0403050065";"03";"2";"0000";"201809"
"0415020034";"03";"0403050073";"03";"2";"0000";"201809"
"0415020034";"03";"0403050111";"03";"2";"0000";"201809"
"0415020034";"03";"0403050120";"03";"2";"0000";"201809"
"0415020034";"03";"0403050138";"03";"2";"0000";"201809"
"0415020034";"03";"0403050146";"03";"2";"0000";"201809"
"0415020034";"03";"0403050162";"03";"2";"0000";"201809"
"0415020034";"03";"0403060010";"03";"2";"0000";"201809"
"0415020034";"03";"0403060028";"03";"2";"0000";"201809"
"0415020034";"03";"0403060036";"03";"2";"0000";"201809"
"0415020034";"03";"0403060044";"03";"2";"0000";"201809"
"0415020034";"03";"0403060052";"03";"2";"0000";"201809"
"0415020034";"03";"0403060060";"03";"2";"0000";"201809"
"0415020034";"03";"0403060079";"03";"2";"0000";"201809"
"0415020034";"03";"0403060087";"03";"2";"0000";"201809"
"0415020034";"03";"0403060095";"03";"2";"0000";"201809"
"0415020034";"03";"0403080010";"03";"2";"0000";"201809"
"0415020034";"03";"0403080037";"03";"2";"0000";"201809"
"0415020034";"03";"0403080053";"03";"2";"0000";"201809"
"0415020034";"03";"0403080061";"03";"2";"0000";"201809"
"0415020034";"03";"0403080070";"03";"2";"0000";"201809"
"0415020034";"03";"0403080088";"03";"2";"0000";"201809"
"0415020034";"03";"0403080096";"03";"2";"0000";"201809"
"0415020034";"03";"0408010010";"03";"2";"0000";"201809"
"0415020034";"03";"0408010029";"03";"2";"0000";"201809"
"0415020034";"03";"0408010037";"03";"2";"0000";"201809"
"0415020034";"03";"0408010045";"03";"2";"0000";"201809"
"0415020034";"03";"0408010053";"03";"2";"0000";"201809"
"0415020034";"03";"0408010061";"03";"2";"0000";"201809"
"0415020034";"03";"0408010070";"03";"2";"0000";"201809"
"0415020034";"03";"0408010088";"03";"2";"0000";"201809"
"0415020034";"03";"0408010096";"03";"2";"0000";"201809"
"0415020034";"03";"0408010100";"03";"2";"0000";"201809"
"0415020034";"03";"0408010118";"03";"2";"0000";"201809"
"0415020034";"03";"0408010134";"03";"2";"0000";"201809"
"0415020034";"03";"0408010142";"03";"2";"0000";"201809"
"0415020034";"03";"0408010150";"03";"2";"0000";"201809"
"0415020034";"03";"0408010169";"03";"2";"0000";"201809"
"0415020034";"03";"0408010177";"03";"2";"0000";"201809"
"0415020034";"03";"0408010185";"03";"2";"0000";"201809"
"0415020034";"03";"0408010193";"03";"2";"0000";"201809"
"0415020034";"03";"0408010207";"03";"2";"0000";"201809"
"0415020034";"03";"0408010215";"03";"2";"0000";"201809"
"0415020034";"03";"0408010223";"03";"2";"0000";"201809"
"0415020034";"03";"0408010231";"03";"2";"0000";"201809"
"0415020034";"03";"0408020016";"03";"2";"0000";"201809"
"0415020034";"03";"0408020024";"03";"2";"0000";"201809"
"0415020034";"03";"0408020032";"03";"2";"0000";"201809"
"0415020034";"03";"0408020040";"03";"2";"0000";"201809"
"0415020034";"03";"0408020059";"03";"2";"0000";"201809"
"0415020034";"03";"0408020067";"03";"2";"0000";"201809"
"0415020034";"03";"0408020075";"03";"2";"0000";"201809"
"0415020034";"03";"0408020083";"03";"2";"0000";"201809"
"0415020034";"03";"0408020091";"03";"2";"0000";"201809"
"0415020034";"03";"0408020105";"03";"2";"0000";"201809"
"0415020034";"03";"0408020121";"03";"2";"0000";"201809"
"0415020034";"03";"0408020130";"03";"2";"0000";"201809"
"0415020034";"03";"0408020148";"03";"2";"0000";"201809"
"0415020034";"03";"0408020164";"03";"2";"0000";"201809"
"0415020034";"03";"0408020172";"03";"2";"0000";"201809"
"0415020034";"03";"0408020180";"03";"2";"0000";"201809"
"0415020034";"03";"0408020199";"03";"2";"0000";"201809"
"0415020034";"03";"0408020202";"03";"2";"0000";"201809"
"0415020034";"03";"0408020210";"03";"2";"0000";"201809"
"0415020034";"03";"0408020229";"03";"2";"0000";"201809"
"0415020034";"03";"0408020245";"03";"2";"0000";"201809"
"0415020034";"03";"0408020253";"03";"2";"0000";"201809"
"0415020034";"03";"0408020261";"03";"2";"0000";"201809"
"0415020034";"03";"0408020270";"03";"2";"0000";"201809"
"0415020034";"03";"0408020288";"03";"2";"0000";"201809"
"0415020034";"03";"0408020296";"03";"2";"0000";"201809"
"0415020034";"03";"0408020300";"03";"2";"0000";"201809"
"0415020034";"03";"0408020318";"03";"2";"0000";"201809"
"0415020034";"03";"0408020326";"03";"2";"0000";"201809"
"0415020034";"03";"0408020334";"03";"2";"0000";"201809"
"0415020034";"03";"0408020342";"03";"2";"0000";"201809"
"0415020034";"03";"0408020350";"03";"2";"0000";"201809"
"0415020034";"03";"0408020369";"03";"2";"0000";"201809"
"0415020034";"03";"0408020377";"03";"2";"0000";"201809"
"0415020034";"03";"0408020385";"03";"2";"0000";"201809"
"0415020034";"03";"0408020393";"03";"2";"0000";"201809"
"0415020034";"03";"0408020407";"03";"2";"0000";"201809"
"0415020034";"03";"0408020415";"03";"2";"0000";"201809"
"0415020034";"03";"0408020423";"03";"2";"0000";"201809"
"0415020034";"03";"0408020431";"03";"2";"0000";"201809"
"0415020034";"03";"0408020440";"03";"2";"0000";"201809"
"0415020034";"03";"0408020458";"03";"2";"0000";"201809"
"0415020034";"03";"0408020466";"03";"2";"0000";"201809"
"0415020034";"03";"0408020474";"03";"2";"0000";"201809"
"0415020034";"03";"0408020482";"03";"2";"0000";"201809"
"0415020034";"03";"0408020490";"03";"2";"0000";"201809"
"0415020034";"03";"0408020504";"03";"2";"0000";"201809"
"0415020034";"03";"0408020512";"03";"2";"0000";"201809"
"0415020034";"03";"0408020520";"03";"2";"0000";"201809"
"0415020034";"03";"0408020539";"03";"2";"0000";"201809"
"0415020034";"03";"0408020547";"03";"2";"0000";"201809"
"0415020034";"03";"0408020555";"03";"2";"0000";"201809"
"0415020034";"03";"0408020563";"03";"2";"0000";"201809"
"0415020034";"03";"0408020571";"03";"2";"0000";"201809"
"0415020034";"03";"0408020580";"03";"2";"0000";"201809"
"0415020034";"03";"0408020601";"03";"2";"0000";"201809"
"0415020034";"03";"0408020610";"03";"2";"0000";"201809"
"0415020034";"03";"0408020628";"03";"2";"0000";"201809"
"0415020034";"03";"0408020636";"03";"2";"0000";"201809"
"0415020034";"03";"0408020644";"03";"2";"0000";"201809"
"0415020034";"03";"0408030011";"03";"2";"0000";"201809"
"0415020034";"03";"0408030020";"03";"2";"0000";"201809"
"0415020034";"03";"0408030038";"03";"2";"0000";"201809"
"0415020034";"03";"0408030046";"03";"2";"0000";"201809"
"0415020034";"03";"0408030054";"03";"2";"0000";"201809"
"0415020034";"03";"0408030062";"03";"2";"0000";"201809"
