"co_grupo";"no_grupo";"co_sub_grupo";"no_sub_grupo";"co_forma_organizacao";"no_forma_organizacao";"co_procedimento";"no_procedimento";"qt_maxima_execucao";"qt_dias_permanencia";"qt_pontos";"vl_idade_minima";"vl_idade_maxima";"vl_servico_hospitalar";"vl_servico_ambulatorial";"vl_servico_profissional";"qt_tempo_permanencia";"dt_competencia"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"01";"Exames bioquimicos                                                                                  ";"0202010538";"DOSAGEM DE LACTATO                                                                                                                                                                                                                                        ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000368";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"01";"Exames bioquimicos                                                                                  ";"0202010660";"DOSAGEM DE TRANSFERRINA                                                                                                                                                                                                                                   ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000412";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"01";"Exames bioquimicos                                                                                  ";"0202010678";"DOSAGEM DE TRIGLICERIDEOS                                                                                                                                                                                                                                 ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000351";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"01";"Exames bioquimicos                                                                                  ";"0202010732";"GASOMETRIA (PH PCO2 PO2 BICARBONATO AS2 (EXCESSO OU DEFICIT BASE )                                                                                                                                                                                        ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001565";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"01";"Exames bioquimicos                                                                                  ";"0202010740";"PROVA DA D-XILOSE                                                                                                                                                                                                                                         ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000368";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"01";"Exames bioquimicos                                                                                  ";"0202010759";"TESTE DE TOLERANCIA A INSULINA / HIPOGLICEMIANTES ORAIS                                                                                                                                                                                                   ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000655";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"01";"Exames bioquimicos                                                                                  ";"0202010767";"DOSAGEM DE 25 HIDROXIVITAMINA D                                                                                                                                                                                                                           ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001524";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"01";"Exames bioquimicos                                                                                  ";"0202010775";"DETERMINAÇÃO DE CREMATÓCRITO NO LEITE HUMANO ORDENHADO                                                                                                                                                                                                    ";"9999";"9999";"0000";"9999";"9999";"0000000000";"0000000153";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"01";"Exames bioquimicos                                                                                  ";"0202010783";"ACIDEZ TITULÁVEL NO LEITE HUMANO (DORNIC)                                                                                                                                                                                                                 ";"9999";"9999";"0000";"9999";"9999";"0000000000";"0000000304";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"01";"Exames bioquimicos                                                                                  ";"0202010651";"DOSAGEM DE TRANSAMINASE GLUTAMICO-PIRUVICA (TGP)                                                                                                                                                                                                          ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000201";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"01";"Exames bioquimicos                                                                                  ";"0202010643";"DOSAGEM DE TRANSAMINASE GLUTAMICO-OXALACETICA (TGO)                                                                                                                                                                                                       ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000201";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"01";"Exames bioquimicos                                                                                  ";"0202010511";"DOSAGEM DE HIDROXIPROLINA                                                                                                                                                                                                                                 ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000368";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"01";"Exames bioquimicos                                                                                  ";"0202010520";"DOSAGEM DE ISOMERASE-FOSFOHEXOSE                                                                                                                                                                                                                          ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000351";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"01";"Exames bioquimicos                                                                                  ";"0202010635";"DOSAGEM DE SODIO                                                                                                                                                                                                                                          ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000185";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"02";"Exames hematológicos e hemostasia                                                                   ";"0202020495";"PROVA DE RETRACAO DO COAGULO                                                                                                                                                                                                                              ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000273";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"02";"Exames hematológicos e hemostasia                                                                   ";"0202020509";"PROVA DO LACO                                                                                                                                                                                                                                             ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000273";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"02";"Exames hematológicos e hemostasia                                                                   ";"0202020479";"PROVA DE COMPATIBILIDADE PRE-TRANSFUSIONAL (MEIOS SALINOS, ALBUMINOSO E COOMBS)                                                                                                                                                                           ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000000";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"02";"Exames hematológicos e hemostasia                                                                   ";"0202020487";"PROVA DE CONSUMO DE PROTROMBINA                                                                                                                                                                                                                           ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000411";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"02";"Exames hematológicos e hemostasia                                                                   ";"0202020533";"TESTE DE HAM (HEMOLISE ACIDA)                                                                                                                                                                                                                             ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000273";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"02";"Exames hematológicos e hemostasia                                                                   ";"0202020541";"TESTE DIRETO DE ANTIGLOBULINA HUMANA (TAD)                                                                                                                                                                                                                ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000273";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"02";"Exames hematológicos e hemostasia                                                                   ";"0202020517";"RASTREIO P/ DEFICIENCIA DE ENZIMAS ERITROCITARIAS                                                                                                                                                                                                         ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000273";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"02";"Exames hematológicos e hemostasia                                                                   ";"0202020525";"TESTE DE AGREGACAO DE PLAQUETAS                                                                                                                                                                                                                           ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001200";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"02";"Exames hematológicos e hemostasia                                                                   ";"0202020010";"CITOQUIMICA HEMATOLOGICA                                                                                                                                                                                                                                  ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000648";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"02";"Exames hematológicos e hemostasia                                                                   ";"0202020029";"CONTAGEM DE PLAQUETAS                                                                                                                                                                                                                                     ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000273";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"02";"Exames hematológicos e hemostasia                                                                   ";"0202020037";"CONTAGEM DE RETICULOCITOS                                                                                                                                                                                                                                 ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000273";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"02";"Exames hematológicos e hemostasia                                                                   ";"0202020045";"DETERMINACAO DE CURVA DE RESISTENCIA GLOBULAR                                                                                                                                                                                                             ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000273";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"02";"Exames hematológicos e hemostasia                                                                   ";"0202020053";"DETERMINACAO DE ENZIMAS ERITROCITARIAS (CADA)                                                                                                                                                                                                             ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000273";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"02";"Exames hematológicos e hemostasia                                                                   ";"0202020061";"DETERMINACAO DE SULFO-HEMOGLOBINA                                                                                                                                                                                                                         ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000273";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"02";"Exames hematológicos e hemostasia                                                                   ";"0202020070";"DETERMINACAO DE TEMPO DE COAGULACAO                                                                                                                                                                                                                       ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000273";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"02";"Exames hematológicos e hemostasia                                                                   ";"0202020088";"DETERMINACAO DE TEMPO DE LISE DA EUGLOBULINA                                                                                                                                                                                                              ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000273";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"02";"Exames hematológicos e hemostasia                                                                   ";"0202020096";"DETERMINACAO DE TEMPO DE SANGRAMENTO -DUKE                                                                                                                                                                                                                ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000273";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"02";"Exames hematológicos e hemostasia                                                                   ";"0202020100";"DETERMINACAO DE TEMPO DE SANGRAMENTO DE IVY                                                                                                                                                                                                               ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000900";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"02";"Exames hematológicos e hemostasia                                                                   ";"0202020118";"DETERMINACAO DE TEMPO DE SOBREVIDA DE HEMACIAS                                                                                                                                                                                                            ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000579";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"02";"Exames hematológicos e hemostasia                                                                   ";"0202020126";"DETERMINACAO DE TEMPO DE TROMBINA                                                                                                                                                                                                                         ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000285";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"02";"Exames hematológicos e hemostasia                                                                   ";"0202020134";"DETERMINACAO DE TEMPO DE TROMBOPLASTINA PARCIAL ATIVADA (TTP ATIVADA)                                                                                                                                                                                     ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000577";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"02";"Exames hematológicos e hemostasia                                                                   ";"0202020142";"DETERMINACAO DE TEMPO E ATIVIDADE DA PROTROMBINA (TAP)                                                                                                                                                                                                    ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000273";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"02";"Exames hematológicos e hemostasia                                                                   ";"0202020150";"DETERMINACAO DE VELOCIDADE DE HEMOSSEDIMENTACAO (VHS)                                                                                                                                                                                                     ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000273";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"02";"Exames hematológicos e hemostasia                                                                   ";"0202020169";"DOSAGEM DE ANTICOAGULANTE CIRCULANTE                                                                                                                                                                                                                      ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000411";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"02";"Exames hematológicos e hemostasia                                                                   ";"0202020177";"DOSAGEM DE ANTITROMBINA III                                                                                                                                                                                                                               ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000648";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"02";"Exames hematológicos e hemostasia                                                                   ";"0202020185";"DOSAGEM DE FATOR II                                                                                                                                                                                                                                       ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000531";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"02";"Exames hematológicos e hemostasia                                                                   ";"0202020193";"DOSAGEM DE FATOR IX                                                                                                                                                                                                                                       ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000761";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"02";"Exames hematológicos e hemostasia                                                                   ";"0202020207";"DOSAGEM DE FATOR V                                                                                                                                                                                                                                        ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000473";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"02";"Exames hematológicos e hemostasia                                                                   ";"0202020215";"DOSAGEM DE FATOR VII                                                                                                                                                                                                                                      ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000809";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"02";"Exames hematológicos e hemostasia                                                                   ";"0202020223";"DOSAGEM DE FATOR VIII                                                                                                                                                                                                                                     ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000663";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"02";"Exames hematológicos e hemostasia                                                                   ";"0202020231";"DOSAGEM DE FATOR VIII (INIBIDOR)                                                                                                                                                                                                                          ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001500";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"02";"Exames hematológicos e hemostasia                                                                   ";"0202020240";"DOSAGEM DE FATOR VON WILLEBRAND (ANTIGENO)                                                                                                                                                                                                                ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001891";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"02";"Exames hematológicos e hemostasia                                                                   ";"0202020258";"DOSAGEM DE FATOR X                                                                                                                                                                                                                                        ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000666";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"02";"Exames hematológicos e hemostasia                                                                   ";"0202020266";"DOSAGEM DE FATOR XI                                                                                                                                                                                                                                       ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000911";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"02";"Exames hematológicos e hemostasia                                                                   ";"0202020274";"DOSAGEM DE FATOR XII                                                                                                                                                                                                                                      ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000001051";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"02";"Exames hematológicos e hemostasia                                                                   ";"0202020282";"DOSAGEM DE FATOR XIII                                                                                                                                                                                                                                     ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000666";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"02";"Exames hematológicos e hemostasia                                                                   ";"0202020290";"DOSAGEM DE FIBRINOGENIO                                                                                                                                                                                                                                   ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000460";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"02";"Exames hematológicos e hemostasia                                                                   ";"0202020304";"DOSAGEM DE HEMOGLOBINA                                                                                                                                                                                                                                    ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000153";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"02";"Exames hematológicos e hemostasia                                                                   ";"0202020312";"DOSAGEM DE HEMOGLOBINA - INSTABILIDADE A 37OC                                                                                                                                                                                                             ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000273";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"02";"Exames hematológicos e hemostasia                                                                   ";"0202020320";"DOSAGEM DE HEMOGLOBINA FETAL                                                                                                                                                                                                                              ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000273";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"02";"Exames hematológicos e hemostasia                                                                   ";"0202020339";"DOSAGEM DE HEMOSSIDERINA                                                                                                                                                                                                                                  ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000273";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"02";"Exames hematológicos e hemostasia                                                                   ";"0202020347";"DOSAGEM DE PLASMINOGENIO                                                                                                                                                                                                                                  ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000411";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"02";"Exames hematológicos e hemostasia                                                                   ";"0202020355";"ELETROFORESE DE HEMOGLOBINA                                                                                                                                                                                                                               ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000541";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"02";"Exames hematológicos e hemostasia                                                                   ";"0202020363";"ERITROGRAMA (ERITROCITOS, HEMOGLOBINA, HEMATOCRITO)                                                                                                                                                                                                       ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000273";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"02";"Exames hematológicos e hemostasia                                                                   ";"0202020371";"HEMATOCRITO                                                                                                                                                                                                                                               ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000153";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"02";"Exames hematológicos e hemostasia                                                                   ";"0202020380";"HEMOGRAMA COMPLETO                                                                                                                                                                                                                                        ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000411";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"02";"Exames hematológicos e hemostasia                                                                   ";"0202020398";"LEUCOGRAMA                                                                                                                                                                                                                                                ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000273";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"02";"Exames hematológicos e hemostasia                                                                   ";"0202020401";"PESQUISA DE ATIVIDADE DO COFATOR DE RISTOCETINA                                                                                                                                                                                                           ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000002500";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"02";"Exames hematológicos e hemostasia                                                                   ";"0202020410";"PESQUISA DE CELULAS LE                                                                                                                                                                                                                                    ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000411";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"02";"Exames hematológicos e hemostasia                                                                   ";"0202020428";"PESQUISA DE CORPUSCULOS DE HEINZ                                                                                                                                                                                                                          ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000273";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"02";"Exames hematológicos e hemostasia                                                                   ";"0202020436";"PESQUISA DE FILARIA                                                                                                                                                                                                                                       ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000273";"0000000000";"9999";"201904"
"02";"Procedimentos com finalidade diagnóstica                                                            ";"02";"Diagnóstico em laboratório clínico                                                                  ";"02";"Exames hematológicos e hemostasia                                                                   ";"0202020444";"PESQUISA DE HEMOGLOBINA S                                                                                                                                                                                                                                 ";"9999";"9999";"0000";"0000";"1571";"0000000000";"0000000273";"0000000000";"9999";"201904"
